team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,month,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing,department_finishing ,department_sweing,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,actual_productivity
1,0.8,22.52,1485,6900,113,0,0,0,57.5,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.000018551
1,0.8,26.16,1383,10620,75,0,0,0,59,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.850502311
9,0.8,3.94,,960,0,0,0,0,8,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.697708333
9,0.75,29.12,8992,6960,55,0,0,0,58,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.7999632179999999
4,0.8,28.08,660,10440,63,0,0,0,58,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.8010282129999999
4,0.8,4.3,,1440,0,0,0,0,12,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8092361109999999
5,0.8,30.1,680,7140,0,0,0,0,59,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.653431373
2,0.7,3.9,,1200,0,0,0,0,10,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.92885
2,0.8,22.52,1397,6840,113,0,0,0,57,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.000230409
6,0.75,18.79,52,3960,0,0,0,0,33,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.332146465
2,0.75,22.94,1636,10530,81,0,0,0,58.5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.850223776
7,0.8,25.9,970,10170,60,0,0,0,56.5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.850136766
3,0.75,3.94,,1620,0,0,0,0,9,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.961784512
5,0.65,26.82,1001,7080,26,0,0,1,59,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.6500440679999999
1,0.5,3.94,,3360,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.768847222
9,0.6,29.12,925,6660,23,0,0,0,58,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.600125217
2,0.75,22.94,1764,10260,55,0,0,0,57,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.800034024
10,0.8,3.94,,1200,0,0,0,0,10,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.840533333
6,0.75,2.9,,960,0,0,0,0,8,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.845833333
7,0.8,2.9,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.661837121
11,0.75,4.15,,1800,0,0,0,0,10,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.8960227270000001
10,0.8,22.52,21540,6720,88,0,0,0,56,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.900129762
5,0.7,4.15,,240,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.58
6,0.8,11.41,1028,4380,50,0,0,0,31,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.800358775
10,0.8,28.08,762,10530,38,0,0,0,58.5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.8
1,0.6,3.94,,3360,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.448722222
1,0.8,22.52,1416,6840,113,0,0,0,57,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1.000230409
2,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.805909091
4,0.7,26.82,1117,7080,50,0,0,0,59,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.750050847
7,0.6,22.52,1859,10260,23,0,0,0,57,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.60041361
12,0.8,4.6,,3780,0,0,0,0,9,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.636049383
7,0.8,25.9,1255,6780,50,0,0,0,56.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.8006843659999999
10,0.7,19.68,1119,5640,0,8,35,1,47,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.303574468
7,0.8,2.9,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.692045455
11,0.35,14.61,838,7200,23,0,0,0,55,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.35003125
8,0.7,4.15,,3000,0,0,0,0,25,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.915766667
10,0.75,28.08,1144,10530,69,0,0,0,58.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8
2,0.8,3.94,,2160,0,0,0,0,18,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.912037037
1,0.8,3.94,,2160,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.985
4,0.75,30.1,912,7020,0,0,0,1,58,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.750356125
9,0.5,29.12,970,10440,30,0,0,0,58,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.500547544
2,0.7,3.9,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.325
1,0.8,26.16,1092,10620,63,0,0,0,59,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.8001171029999999
1,0.75,3.94,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.890604167
2,0.7,30.33,254,1800,0,0,0,0,58,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.683550607
12,0.75,15.26,1209,4200,45,0,0,0,35,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.750646667
6,0.8,30.4,338,3840,34,0,0,0,32,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.622828125
5,0.7,20.79,391,10440,0,0,0,0,58,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.700060345
6,0.75,18.79,640,2400,0,0,0,0,34,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.750797009
1,0.65,22.94,1595,10260,34,0,0,0,57,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.700029771
1,0.75,3.94,,2280,0,0,0,0,19,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.9504385959999999
1,0.75,22.94,1579,6960,81,0,0,0,58,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.8503620690000001
4,0.8,22.52,23122,5940,50,0,0,0,56.5,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.800393224
1,0.8,49.1,1381,10350,24,0,0,0,57.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.403242161
5,0.7,41.19,1052,10440,21,0,0,0,58,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.452012539
6,0.8,18.79,656,3480,38,0,0,0,34,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.800947475
8,0.7,30.1,507,5880,40,2,10,1,59,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.7005730990000001
6,0.75,18.79,899,3960,56,0,0,0,33,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.75065101
6,0.8,18.79,779,3960,0,0,0,0,33,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.688017677
7,0.65,3.94,,2160,0,0,0,0,12,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.8705808079999999
3,0.8,30.1,756,6960,63,0,0,1,58,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.800071839
5,0.7,20.79,965,7320,0,0,0,0,58,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.700095563
8,0.6,30.48,869,6720,0,0,0,1,56,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.600528571
10,0.8,22.52,1127,120,88,0,0,0,56,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.9008
6,0.75,2.9,,3360,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.271875
1,0.8,22.52,1534,6780,88,0,0,0,57,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.900135693
6,0.8,2.9,,960,0,0,0,0,8,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.604166667
7,0.75,4.6,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.676666667
4,0.35,4.3,,2160,0,0,0,0,12,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.952020202
11,0.75,11.41,826,2820,0,0,0,2,58,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.7502939390000001
12,0.75,15.26,1436,4200,45,0,0,0,35,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.750646667
1,0.7,22.94,1745,10440,60,0,0,0,58,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.8000235109999999
2,0.8,5.13,,4800,0,0,0,0,20,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.8300625
9,0.8,3.94,,1800,0,0,0,0,10,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.72830303
2,0.75,16.1,971,5400,45,0,0,1,45,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.7501407409999999
1,0.75,3.94,,1800,0,0,0,0,15,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.971866667
3,0.75,19.87,1075,7080,45,0,0,0,56,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.7500983509999999
4,0.65,23.69,861,7200,0,0,0,0,60,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.52118
8,0.65,3.9,,0,960,0,0,0,8,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.2640625
6,0.35,2.9,,1800,0,0,0,0,15,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.977555556
3,0.75,19.87,944,6600,45,0,0,0,55,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.75024303
10,0.8,3.94,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.24625
9,0.75,18.79,895,6240,34,0,0,0,52,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.750395513
11,0.75,11.41,834,3480,0,0,0,2,58,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.672140805
10,0.8,50.48,381,6930,45,0,0,0,58.5,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.688557555
9,0.8,26.16,1381,3660,50,0,0,0,59,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.8000150090000001
7,0.8,4.6,,4200,0,0,0,0,10,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.999533333
9,0.8,3.94,,1800,0,0,0,0,10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.582045455
1,0.75,28.08,681,6900,45,0,0,0,57.5,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7504278259999999
5,0.7,21.98,413,9720,40,0,0,0,58,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7004808309999999
8,0.65,3.9,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.560625
7,0.75,30.1,627,6960,0,3.5,20,1,58,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.39354885100000003
10,0.8,22.52,1188,6720,90,0,0,0,56,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.999995238
6,0.7,18.79,766,2760,30,0,0,0,33,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.700079032
5,0.7,4.15,,3060,0,0,0,0,17,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.9737967909999999
9,0.8,26.16,1369,10620,63,0,0,0,59,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.8001171029999999
5,0.7,4.15,,2700,0,0,0,0,15,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.966666667
3,0.5,4.15,,960,0,0,0,0,8,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.864583333
5,0.6,21.98,666,6960,23,0,0,0,58,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6000287360000001
10,0.7,21.82,1335,6000,30,0,0,0,50,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.700422
12,0.8,11.61,1159,2970,50,0,0,0,31.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.800313433
11,0.8,10.05,13,3240,34,0,0,0,54,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.750648148
11,0.5,11.41,1039,2280,0,0,0,2,55,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.50012336
5,0.7,30.1,773,7020,40,0,0,0,58,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.700618234
12,0.7,15.26,1462,4080,40,0,0,0,34,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.7001647059999999
9,0.8,26.16,399,10620,63,0,0,0,59,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.8001171029999999
1,0.75,3.94,,1920,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.812625
9,0.75,3.94,,960,0,0,0,0,8,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.994270833
6,0.75,2.9,,3360,0,0,0,0,8,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.309333333
2,0.7,3.9,,1200,0,0,0,0,10,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.884
9,0.75,18.79,1096,6240,34,0,0,0,52,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.750395513
11,0.75,10.05,668,2520,34,0,0,0,26,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7504
10,0.7,22.52,1206,10080,75,0,0,0,56,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.800020563
1,0.8,3.94,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.8842613640000001
6,0.6,18.79,799,3960,23,0,0,0,33,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.600710606
8,0.65,24.26,1435,6600,0,0,0,0,55,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.260978788
12,0.8,15.26,1079,3720,38,0,0,0,34,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.800312375
8,0.6,3.9,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.4509375
3,0.8,5.13,,2160,0,0,0,0,18,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.87115
10,0.65,18.22,741,0,0,8,35,1,49,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.302117347
10,0.8,22.52,1268,0,88,0,0,0,56,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.90063244
10,0.7,3.94,,4320,0,0,0,0,18,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.759228395
12,0.8,4.08,,1080,0,0,0,0,9,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.687555556
1,0.8,26.16,1073,10620,75,0,0,0,59,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.850502311
5,0.5,3.94,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.857916667
11,0.7,25.31,946,5760,60,0,0,0,54,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7005135659999999
12,0.8,15.26,961,4080,50,0,0,0,34,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8004019609999999
9,0.8,3.94,,2400,0,0,0,0,10,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.753525
7,0.8,30.1,644,840,38,0,0,1,59,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.7999828529999999
5,0.65,4.15,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.8213541670000001
11,0.7,11.41,685,3360,30,0,0,2,56,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.8211125
6,0.8,11.41,887,5490,50,0,0,0,30.5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.8003437659999999
7,0.8,2.9,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.667604167
12,0.6,15.26,1245,6360,23,0,0,0,34,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.60017284
3,0.75,4.15,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.93532197
1,0.8,22.52,1500,6900,113,0,0,0,57.5,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.000018551
2,0.8,4.15,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.782447917
6,0.8,11.61,910,4470,38,0,0,0,31.5,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.80007657
12,0.8,4.08,,1080,0,0,0,0,9,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.272
8,0.35,30.1,901,6960,0,0,0,1,58,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.350301724
6,0.8,11.61,955,6360,63,0,0,0,32,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.8001919890000001
8,0.7,29.4,1146,6840,40,0,0,2,57,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.700614035
12,0.8,15.26,1133,4080,38,0,0,0,34,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.8004019609999999
4,0.8,28.08,942,10530,75,0,0,0,58.5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.8501818179999999
11,0.8,11.61,632,0,50,0,0,0,57,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.800309211
1,0.8,26.16,1187,10620,75,0,0,0,59,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.850502311
9,0.75,18.79,1228,6240,45,0,0,0,52,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.750395513
8,0.8,2.9,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.653598485
1,0.65,3.94,,3360,0,0,0,0,8,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.537919444
7,0.8,2.9,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.590435606
7,0.65,3.94,,1440,0,0,0,0,8,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.646306818
1,0.7,22.94,1384,12180,63,0,0,0,57,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.750162367
10,0.75,3.94,,1440,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.805909091
10,0.7,3.94,,1440,0,0,0,0,8,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.235795455
8,0.7,30.48,914,6840,30,0,0,1,57,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.7005052629999999
5,0.35,3.94,,2400,0,0,0,0,10,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.80575
12,0.8,4.6,,2160,0,0,0,0,9,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.922839506
11,0.7,20.55,9792,6480,60,0,0,0,54,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.700398148
10,0.75,2.9,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.6283333329999999
9,0.8,2.9,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.3715625
3,0.5,5.13,,1800,0,0,0,0,15,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.8721
3,0.8,19.87,857,9900,50,0,0,0,55,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.8002738290000001
2,0.4,15.28,157,5400,0,6.5,30,1,45,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.30277037
12,0.8,4.08,,1080,0,0,0,0,9,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.8915555559999999
10,0.8,3.94,,2400,0,0,0,0,20,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.9557916670000001
4,0.75,3.94,,960,0,0,0,0,8,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.881575
8,0.8,2.9,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.667329545
4,0.8,30.1,901,6480,50,0,0,1,59,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.800071839
1,0.6,22.53,708,5040,0,0,0,1,42,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.268214286
4,0.7,22.52,983,10260,63,0,0,0,57,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.750068049
12,0.8,15.26,1064,4080,63,0,0,0,34,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.8004019609999999
5,0.7,27.48,541,6960,24,0,0,1,58,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.408960345
3,0.75,22.52,1584,10260,69,0,0,0,57,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.80035194
3,0.8,3.94,,960,0,0,0,0,8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.4925
5,0.6,20.79,1045,6960,88,0,0,0,58,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.800534483
2,0.8,51.02,1086,4260,27,0,0,0,57,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.311207464
5,0.65,4.15,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.809564394
12,0.6,4.08,,5400,0,0,0,0,9,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.327407407
6,0.8,2.9,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.3715625
2,0.7,3.9,,0,1200,0,0,0,10,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.6825
7,0.7,24.26,1471,6960,0,0,0,0,58,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7006120690000001
4,0.5,26.66,556,6960,23,0,0,2,58,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.500258046
11,0.35,11.41,434,3240,0,0,0,1,52,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.507903226
4,0.5,30.1,417,6360,23,0,0,1,53,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.500720126
2,0.7,16.1,928,4800,30,0,0,1,45,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.700106061
1,0.7,3.94,,1440,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.578314394
6,0.8,2.9,,960,0,0,0,0,8,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.773333333
8,0.7,29.4,1079,4560,40,0,0,2,58,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.7005185190000001
7,0.75,30.1,739,5640,45,0,0,1,59,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.7507273259999999
8,0.8,2.9,,960,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6283333329999999
7,0.7,24.26,658,6960,0,270,45,0,58,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.662270115
4,0.8,4.3,,1440,0,0,0,0,12,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5375
10,0.75,3.94,,8400,0,0,0,0,14,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.9407010579999999
12,0.75,15.26,1316,6120,40,0,0,0,34,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.750079323
4,0.65,22.52,872,10080,26,0,0,0,56,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.650130952
2,0.8,3.94,,1440,0,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.8133712120000001
5,0.7,20.4,1382,10440,50,0,0,0,58,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.7002507840000001
2,0.5,30.33,838,6720,0,0,0,1,56,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.361071429
1,0.7,22.94,1472,10260,75,0,0,0,57,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.800643806
8,0.7,4.15,,960,0,0,0,0,8,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.976979167
7,0.8,2.9,,1440,0,0,0,0,8,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.670075758
9,0.8,26.16,1227,7080,75,0,0,0,59,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.850569492
11,0.7,4.15,,1440,0,0,0,0,12,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.436326389
2,0.5,22.94,1044,9810,23,0,0,0,54.5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.499998888
2,0.8,3.94,,2640,0,0,0,0,22,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.9999242420000001
8,0.65,3.94,,960,0,0,0,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.845458333
8,0.7,5.13,,960,0,0,0,0,8,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.930416667
6,0.8,11.61,1181,5760,63,0,0,0,32,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.8003863640000001
5,0.6,26.82,919,7080,23,0,0,1,59,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.6000406779999999
9,0.75,3.94,,240,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.971866667
9,0.65,18.79,2120,5520,0,0,0,1,51,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.650134
9,0.8,26.16,1232,10620,75,0,0,0,59,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.850502311
4,0.75,5.13,,960,0,0,0,0,8,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.734645833
6,0.8,11.61,1004,5670,50,0,0,0,31.5,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.8002467529999999
2,0.65,22.94,1025,10170,26,0,0,0,56.5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.6502434970000001
2,0.8,28.08,776,10350,63,0,0,0,57.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.800594466
8,0.6,15.09,1519,360,23,0,0,0,52,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.600143365
11,0.75,10.05,629,3240,45,0,0,0,27,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.750027778
8,0.8,29.4,30,6840,0,0,0,0,57,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.433263158
6,0.8,2.9,,4320,0,0,0,0,18,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.785864198
1,0.8,3.94,,1200,0,0,0,0,10,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.99485
2,0.7,22.94,1363,10260,50,0,0,0,57,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.7500318979999999
4,0.75,22.52,727,10260,94,0,0,0,57,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.9003211059999999
5,0.65,20.4,1255,8280,35,0,0,0,58,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.650066445
